,0,1
0,5,8
1,2,13
2,2,13
3,2,12
4,1,12
5,3,13
6,2,13
7,1,9
8,2,12
9,0,3
10,5,11
11,4,11
12,5,13
13,0,13
14,1,13
15,1,13
16,1,13
17,6,11
18,2,4
19,8,3
20,6,10
21,0,8
22,0,4
23,0,10
24,1,12
25,0,12
26,3,10
27,5,11
28,1,9
29,0,11
30,0,8
31,0,10
32,3,7
33,1,12
34,0,12
35,2,5
36,2,9
37,1,12
38,5,12
39,1,11
40,6,9
41,6,13
42,6,13
43,0,10
44,5,5
45,2,5
46,0,2
47,2,13
48,5,13
49,6,12
50,0,8
51,0,10
52,3,13
53,2,11
54,0,11
55,0,11
56,2,11
57,0,4
58,2,10
59,6,11
60,2,13
61,1,6
62,0,13
63,1,3
64,6,3
65,2,13
66,3,13
67,5,10
68,1,13
69,1,10
70,1,13
71,3,10
72,0,12
73,0,12
74,1,8
75,1,9
76,0,11
77,0,11
78,0,11
79,4,11
80,6,13
81,2,13
82,6,10
83,0,9
84,0,13
85,2,12
86,2,12
87,2,10
88,2,13
89,6,12
90,2,10
91,1,8
92,1,12
93,0,6
94,0,6
95,0,13
96,2,7
97,5,12
98,4,8
99,1,12
100,6,13
101,6,10
102,1,10
103,2,13
104,0,8
105,3,12
106,4,12
107,1,9
108,6,13
109,2,10
110,2,10
111,0,11
112,3,11
113,3,11
114,1,11
115,6,13
116,5,8
117,1,13
118,2,5
119,3,8
120,0,12
121,0,12
122,0,4
123,2,11
124,2,8
125,0,8
126,0,11
127,2,11
128,0,6
129,1,12
130,1,5
131,2,10
132,3,12
133,4,12
134,1,7
135,0,7
136,2,11
137,7,12
138,5,5
139,9,12
140,0,12
141,1,12
142,6,12
143,5,12
144,8,11
145,0,9
146,5,10
147,1,4
148,1,11
149,2,11
150,1,12
151,2,11
152,2,11
153,2,11
154,6,11
155,1,11
156,0,8
157,1,13
158,0,13
159,0,10
160,0,10
161,6,12
162,4,10
163,3,8
164,0,10
165,1,13
166,2,10
167,9,12
168,3,8
169,6,12
170,0,12
171,2,13
172,1,12
173,2,12
174,1,10
175,0,13
176,2,12
177,0,12
178,2,5
179,2,10
180,6,12
181,2,12
182,0,12
183,5,12
184,2,12
185,9,12
186,9,13
187,2,13
188,4,11
189,2,4
190,2,10
191,3,10
192,2,10
193,0,9
194,3,11
195,0,8
196,6,10
197,7,11
198,0,11
199,1,11
200,2,10
201,0,6
202,2,11
203,1,12
204,2,12
205,1,3
206,1,10
207,7,12
208,0,11
209,1,12
210,2,7
211,2,12
212,1,12
213,0,12
214,1,12
215,0,12
216,1,12
217,0,10
218,1,11
219,1,12
220,5,12
221,1,12
222,2,12
223,1,12
224,8,12
225,3,12
226,2,13
227,2,13
228,1,11
229,0,11
230,0,11
231,5,11
232,4,10
233,2,10
234,1,10
235,1,13
236,1,13
237,2,13
238,4,6
239,3,12
240,3,11
241,3,12
242,3,8
243,1,11
244,1,11
245,2,11
246,5,6
247,5,6
248,0,12
249,0,12
250,1,12
251,0,12
252,0,12
253,8,12
254,2,12
255,0,2
256,2,11
257,6,11
258,0,5
259,6,10
260,2,11
261,6,10
262,2,10
263,2,2
264,2,11
265,0,11
266,6,11
267,2,0
268,2,4
269,0,4
270,0,5
271,2,11
272,0,11
273,0,11
274,2,11
275,2,11
276,4,12
277,5,12
278,3,10
279,3,13
280,3,8
281,3,13
282,3,8
283,0,8
284,6,12
285,1,8
286,2,13
287,3,7
288,3,10
289,0,5
290,6,9
291,1,12
292,7,13
293,1,9
294,1,8
295,0,12
296,2,9
297,2,11
298,6,12
299,2,12
300,0,12
301,4,12
302,1,5
303,4,10
304,1,12
305,0,12
306,1,12
307,0,12
308,9,12
309,2,13
310,6,13
311,4,9
312,1,8
313,2,13
314,1,5
315,2,10
316,0,11
317,2,11
318,0,11
319,0,11
320,5,11
321,0,11
322,0,11
323,1,10
324,5,10
325,5,10
326,2,10
327,4,13
328,3,12
329,5,12
330,3,11
331,3,11
332,3,9
333,3,11
334,1,3
335,1,8
336,2,5
337,2,6
338,2,8
339,0,9
340,0,12
341,1,12
342,4,13
343,2,11
344,1,11
345,6,11
346,1,4
347,3,5
348,3,10
349,3,11
350,1,6
351,0,12
352,2,12
353,2,11
354,5,12
355,1,11
356,2,11
357,0,11
358,1,6
359,2,12
360,2,10
361,1,12
362,2,12
363,2,12
364,0,12
365,1,12
366,5,12
367,9,11
368,9,10
369,2,10
370,4,11
371,6,11
372,1,11
373,2,5
374,5,13
375,3,11
376,3,12
377,3,13
378,3,6
379,1,10
380,3,12
381,9,12
382,4,12
383,7,11
384,0,10
385,0,12
386,9,8
387,2,12
388,3,12
389,3,9
390,8,12
391,5,12
392,0,12
393,6,11
394,1,11
395,0,11
396,8,11
397,1,12
398,4,11
399,5,8
400,3,12
401,3,11
402,2,12
403,3,10
404,3,12
405,2,8
406,0,4
407,0,12
408,0,12
409,1,13
410,0,13
411,1,13
412,0,9
413,0,12
414,1,12
415,1,9
416,1,4
417,3,8
418,1,8
419,0,8
420,2,9
421,0,7
422,1,7
423,2,12
424,7,12
425,0,12
426,1,10
427,0,10
428,1,10
429,0,7
430,1,12
431,2,12
432,4,11
433,0,9
434,0,12
435,3,12
436,2,11
437,2,12
438,6,12
439,3,10
440,0,11
441,0,11
442,4,11
443,5,10
444,3,11
445,2,11
446,1,12
447,1,12
448,3,11
449,6,8
450,7,10
451,5,11
452,1,10
453,1,13
