,0,1
0,1,13
1,2,13
2,0,13
3,2,13
4,5,13
5,4,13
6,0,13
7,1,7
8,2,10
9,0,10
10,3,10
11,2,10
12,1,10
13,1,10
14,1,10
15,5,11
16,6,11
17,2,11
18,1,9
19,0,9
20,3,9
21,0,9
22,2,12
23,0,12
24,1,12
25,1,12
26,5,7
27,2,7
28,1,7
29,4,9
30,2,1
31,1,11
32,1,11
33,2,7
34,2,7
35,1,8
36,3,13
37,1,13
38,6,9
39,1,9
40,5,9
41,2,9
42,1,9
43,2,9
44,7,9
45,9,9
46,5,13
47,2,13
48,0,13
49,2,13
50,3,13
51,0,13
52,2,13
53,0,13
54,2,13
55,6,13
56,0,13
57,2,13
58,0,6
59,1,6
60,2,10
61,2,10
62,0,10
63,3,10
64,0,10
65,6,12
66,3,12
67,0,12
68,5,12
69,5,13
70,0,13
71,0,11
72,2,11
73,2,9
74,4,13
75,4,13
76,4,13
77,6,13
78,1,13
79,3,13
80,0,13
81,0,13
82,3,13
83,5,13
84,4,13
85,3,13
86,3,13
87,4,7
88,1,7
89,3,7
90,0,7
91,6,9
92,1,9
93,3,9
94,7,9
95,2,11
96,4,11
97,1,11
98,2,13
99,0,13
100,2,13
101,5,10
102,2,8
103,3,4
104,9,0
105,2,7
106,2,7
107,3,7
108,7,13
109,1,13
110,1,13
111,1,13
112,2,13
113,1,13
114,1,13
115,2,3
116,3,3
117,4,6
118,2,6
119,5,6
120,2,10
121,0,10
122,5,10
123,0,9
124,5,9
125,2,9
126,2,9
127,2,9
128,6,10
129,0,10
130,2,10
131,3,10
132,9,10
133,0,5
134,0,5
135,9,13
136,7,13
137,7,13
138,3,13
139,1,13
140,2,13
141,4,13
142,4,13
143,2,12
144,5,12
145,6,10
146,1,10
147,0,10
148,0,2
149,1,11
150,7,11
151,1,7
152,1,7
153,2,7
154,1,7
155,1,0
156,0,8
157,2,8
158,6,8
159,2,8
160,7,8
161,0,4
162,0,5
163,1,5
164,2,6
165,2,13
166,1,13
167,1,13
168,2,13
169,5,13
170,6,11
171,2,10
172,1,10
173,2,10
174,0,9
175,1,9
176,2,9
177,4,7
178,2,7
179,2,7
180,9,7
181,0,7
182,5,13
183,0,13
184,0,13
185,2,13
186,2,13
187,2,13
188,0,13
189,7,9
190,0,9
191,0,9
192,0,9
193,3,13
194,3,13
195,3,13
196,3,13
197,2,13
198,3,13
199,1,13
200,2,13
201,2,13
202,3,13
203,2,13
204,3,6
205,1,6
206,6,6
207,8,13
208,4,13
209,2,13
210,1,13
211,3,12
212,2,9
213,2,9
214,2,9
215,2,9
216,2,9
217,0,9
218,3,9
219,9,10
220,1,8
221,2,8
222,5,8
223,5,13
224,5,13
225,0,13
226,1,13
227,4,13
228,2,13
229,2,13
230,2,13
231,2,13
232,5,13
233,2,13
234,0,13
235,0,13
236,8,7
237,2,7
238,0,7
239,5,9
240,5,9
241,0,9
242,1,9
243,0,6
244,5,6
245,2,10
246,1,10
247,6,10
248,6,13
249,6,13
250,4,13
251,4,13
252,2,13
253,2,13
254,2,13
255,6,9
256,2,9
257,1,11
258,4,7
259,0,7
260,1,7
261,2,7
262,0,7
263,0,13
264,5,13
265,3,13
266,3,13
267,3,13
268,1,13
269,6,13
270,1,11
271,5,11
272,1,11
273,1,11
274,2,8
275,1,8
276,1,9
277,4,9
278,1,9
279,1,9
280,7,13
281,2,13
282,5,13
283,2,13
284,4,13
285,2,13
286,2,13
287,1,13
288,9,13
289,2,13
290,2,13
291,1,13
292,3,8
293,2,8
294,0,2
295,2,6
296,9,6
297,3,9
298,3,9
299,3,9
300,1,9
301,1,9
302,3,7
303,2,3
304,3,1
305,7,1
306,2,1
307,3,11
308,2,11
309,4,11
310,0,13
311,2,13
312,6,13
313,1,13
314,0,13
315,3,13
316,0,13
317,4,13
318,6,6
319,5,6
320,1,13
321,3,13
322,4,13
323,1,13
324,0,13
325,3,13
326,1,13
327,0,13
328,3,13
329,1,13
330,0,13
331,1,10
332,5,10
333,1,12
334,1,12
335,0,12
336,6,5
337,3,9
338,5,9
339,0,9
340,0,9
341,1,9
342,1,9
343,9,7
344,4,7
345,0,4
346,1,10
347,5,10
348,3,10
349,6,10
350,2,10
351,2,0
352,2,13
353,2,13
354,2,13
355,0,13
356,0,13
357,0,13
358,9,13
359,0,13
360,1,13
361,0,13
362,2,13
363,1,13
364,3,13
365,0,13
366,1,8
367,3,8
368,5,8
369,2,7
370,1,7
371,0,7
372,1,6
373,0,6
374,3,6
375,1,11
376,0,11
377,3,9
378,3,9
379,1,13
380,1,13
381,3,13
382,0,13
383,0,13
384,0,13
385,6,13
386,9,13
387,0,13
388,3,13
389,0,13
390,0,13
391,0,13
392,5,13
393,0,8
394,5,10
395,3,10
396,1,0
397,5,13
398,3,13
399,4,13
400,0,13
401,7,9
402,2,13
403,2,13
404,2,13
405,2,13
406,2,13
407,2,13
408,0,13
409,3,13
410,5,13
411,6,13
412,0,13
413,3,13
414,0,13
415,1,13
416,1,13
417,1,13
418,1,13
419,0,13
420,0,13
421,5,9
422,1,9
423,1,9
424,0,9
425,3,9
426,2,9
427,2,9
428,1,9
429,0,9
430,1,9
431,2,7
432,0,7
433,0,7
434,3,11
435,1,11
436,6,6
437,2,6
438,2,6
439,2,13
440,2,13
441,0,13
442,5,13
443,1,13
444,1,13
445,4,13
446,3,13
447,4,13
448,1,13
449,0,13
