,0,1
0,1,13
1,2,13
2,0,13
3,2,13
4,5,13
5,4,13
6,0,13
7,0,6
8,1,6
9,2,10
10,0,10
11,3,10
12,2,10
13,1,10
14,1,10
15,1,10
16,2,12
17,0,12
18,1,12
19,1,12
20,1,9
21,0,9
22,3,9
23,0,9
24,4,9
25,5,13
26,4,13
27,1,13
28,2,13
29,4,13
30,5,13
31,4,13
32,3,13
33,2,13
34,3,13
35,2,13
36,6,11
37,2,11
38,1,11
39,1,11
40,2,11
41,1,7
42,2,7
43,1,7
44,2,7
45,2,7
46,6,9
47,1,9
48,2,9
49,1,9
50,2,9
51,7,9
52,9,9
53,2,9
54,6,9
55,1,9
56,3,9
57,0,13
58,0,13
59,0,13
60,2,13
61,6,13
62,0,13
63,2,13
64,0,13
65,6,13
66,1,13
67,3,13
68,0,13
69,0,13
70,3,13
71,2,10
72,2,10
73,0,10
74,3,10
75,0,10
76,4,7
77,1,7
78,2,7
79,2,7
80,0,7
81,2,1
82,0,11
83,2,11
84,4,11
85,1,11
86,1,11
87,2,8
88,0,8
89,2,8
90,2,13
91,4,13
92,3,13
93,7,13
94,5,13
95,3,13
96,0,13
97,2,13
98,6,12
99,3,12
100,0,12
101,2,12
102,3,12
103,3,4
104,0,2
105,3,7
106,3,7
107,0,9
108,2,9
109,2,9
110,9,13
111,7,13
112,1,13
113,1,13
114,1,13
115,2,13
116,1,13
117,1,13
118,3,13
119,1,8
120,6,8
121,2,8
122,2,10
123,6,10
124,5,10
125,0,10
126,5,10
127,0,10
128,9,10
129,2,10
130,3,10
131,5,11
132,4,13
133,7,13
134,1,13
135,3,13
136,2,6
137,5,6
138,2,6
139,5,12
140,5,12
141,5,7
142,1,7
143,1,7
144,2,7
145,1,7
146,8,7
147,2,7
148,5,9
149,7,9
150,5,9
151,2,9
152,0,9
153,1,9
154,2,9
155,7,9
156,9,0
157,1,0
158,0,5
159,0,5
160,0,5
161,1,5
162,6,10
163,1,10
164,0,10
165,9,10
166,2,10
167,4,13
168,3,13
169,2,13
170,2,13
171,3,13
172,1,13
173,3,13
174,1,13
175,2,13
176,4,13
177,2,13
178,4,7
179,2,7
180,7,11
181,6,11
182,1,11
183,2,3
184,4,6
185,1,6
186,6,6
187,0,6
188,0,13
189,0,13
190,2,13
191,2,13
192,0,13
193,5,13
194,2,13
195,3,13
196,1,13
197,7,8
198,1,8
199,2,8
200,2,8
201,3,8
202,2,9
203,2,9
204,2,9
205,6,9
206,2,9
207,2,9
208,3,9
209,1,10
210,2,10
211,2,10
212,1,10
213,6,10
214,2,13
215,2,13
216,8,13
217,3,13
218,2,13
219,2,13
220,1,13
221,0,13
222,6,13
223,4,13
224,3,13
225,1,13
226,2,13
227,2,13
228,2,13
229,6,13
230,5,13
231,2,13
232,0,9
233,0,9
234,0,9
235,0,9
236,3,9
237,0,9
238,1,9
239,2,9
240,3,9
241,1,9
242,2,13
243,0,13
244,0,13
245,4,13
246,4,13
247,2,13
248,9,7
249,0,7
250,3,7
251,2,7
252,0,7
253,4,7
254,1,7
255,2,7
256,5,13
257,5,13
258,5,13
259,3,13
260,2,13
261,7,13
262,2,13
263,3,13
264,5,13
265,1,13
266,6,13
267,2,13
268,5,9
269,5,9
270,4,9
271,1,9
272,1,9
273,3,9
274,1,9
275,1,9
276,3,9
277,5,9
278,3,3
279,2,3
280,0,13
281,5,13
282,2,13
283,4,13
284,2,13
285,2,13
286,1,13
287,2,13
288,6,13
289,2,13
290,1,13
291,5,8
292,1,8
293,2,8
294,1,8
295,3,6
296,5,6
297,2,6
298,9,6
299,1,6
300,0,6
301,1,11
302,3,11
303,1,11
304,1,11
305,2,11
306,4,11
307,9,13
308,0,13
309,2,13
310,1,13
311,0,13
312,3,13
313,0,13
314,2,13
315,1,13
316,3,13
317,1,13
318,0,13
319,3,13
320,2,13
321,1,13
322,0,13
323,3,13
324,1,13
325,2,13
326,0,4
327,0,4
328,5,11
329,1,11
330,2,0
331,1,0
332,3,1
333,7,1
334,2,1
335,1,10
336,2,10
337,1,10
338,2,10
339,0,7
340,0,7
341,9,7
342,2,7
343,4,7
344,0,9
345,0,9
346,1,9
347,1,9
348,3,9
349,3,9
350,4,13
351,4,13
352,0,13
353,0,13
354,0,13
355,0,13
356,9,13
357,0,13
358,1,13
359,0,13
360,2,13
361,9,13
362,1,13
363,3,13
364,0,13
365,1,13
366,1,13
367,3,13
368,0,13
369,0,13
370,0,13
371,6,13
372,0,13
373,6,6
374,5,6
375,3,6
376,6,6
377,0,2
378,1,12
379,1,12
380,0,12
381,1,12
382,1,7
383,0,7
384,0,7
385,5,10
386,5,10
387,3,10
388,6,10
389,5,10
390,3,10
391,0,10
392,2,13
393,2,13
394,2,13
395,2,13
396,2,13
397,3,13
398,0,13
399,0,13
400,0,13
401,5,13
402,5,13
403,3,13
404,0,13
405,2,13
406,0,13
407,3,13
408,5,13
409,0,13
410,3,13
411,0,13
412,1,13
413,1,13
414,4,13
415,0,13
416,0,13
417,2,13
418,2,13
419,0,13
420,5,13
421,2,6
422,2,6
423,2,7
424,0,7
425,0,7
426,5,7
427,0,7
428,3,8
429,5,8
430,0,8
431,0,8
432,0,8
433,7,9
434,5,9
435,1,9
436,1,9
437,0,9
438,3,9
439,2,9
440,0,11
441,3,11
442,1,11
443,4,11
444,1,11
445,1,13
446,1,13
447,1,13
448,1,13
449,4,13
