,0,1
0,5,11
1,4,11
2,6,11
3,5,11
4,0,11
5,2,12
6,1,12
7,2,12
8,1,12
9,0,12
10,1,12
11,0,12
12,1,12
13,5,12
14,2,13
15,2,13
16,3,13
17,2,13
18,5,13
19,0,13
20,1,13
21,1,13
22,1,13
23,6,13
24,2,13
25,5,13
26,3,13
27,2,13
28,0,13
29,2,13
30,3,13
31,6,13
32,1,13
33,5,8
34,0,8
35,0,8
36,0,8
37,6,10
38,0,10
39,0,10
40,0,10
41,0,10
42,1,11
43,2,11
44,0,11
45,0,11
46,2,11
47,6,11
48,1,9
49,1,9
50,2,9
51,6,9
52,1,9
53,6,12
54,0,12
55,2,12
56,2,12
57,6,12
58,4,12
59,1,12
60,1,13
61,6,13
62,2,13
63,2,13
64,2,10
65,5,10
66,1,10
67,6,10
68,2,10
69,2,10
70,6,10
71,1,10
72,0,3
73,8,3
74,1,3
75,0,2
76,0,11
77,0,11
78,0,11
79,0,11
80,2,4
81,0,4
82,2,5
83,5,5
84,0,13
85,0,13
86,2,13
87,1,6
88,0,6
89,0,6
90,0,12
91,1,12
92,0,12
93,4,12
94,0,4
95,0,4
96,4,11
97,1,11
98,2,11
99,0,11
100,2,11
101,0,9
102,1,9
103,1,8
104,4,8
105,1,8
106,0,8
107,5,8
108,3,8
109,2,8
110,5,12
111,0,12
112,1,12
113,7,12
114,9,12
115,0,12
116,1,12
117,6,12
118,5,12
119,1,12
120,6,13
121,6,13
122,6,13
123,1,13
124,1,13
125,0,13
126,2,10
127,2,10
128,4,10
129,3,10
130,3,10
131,2,10
132,0,10
133,0,10
134,0,10
135,3,10
136,2,10
137,3,12
138,3,12
139,6,12
140,3,12
141,6,12
142,9,12
143,0,12
144,1,12
145,2,5
146,2,5
147,1,5
148,2,5
149,2,11
150,8,11
151,1,11
152,2,11
153,3,11
154,7,11
155,2,11
156,2,11
157,2,11
158,4,11
159,1,11
160,2,7
161,1,7
162,0,7
163,2,12
164,2,12
165,0,12
166,2,12
167,0,12
168,5,12
169,2,12
170,9,12
171,0,8
172,0,8
173,0,8
174,5,10
175,1,10
176,2,10
177,2,10
178,2,10
179,6,10
180,2,10
181,1,10
182,6,12
183,1,12
184,2,12
185,1,12
186,2,12
187,1,12
188,0,12
189,1,12
190,0,12
191,1,12
192,1,13
193,2,13
194,9,13
195,0,13
196,2,13
197,7,13
198,1,4
199,7,12
200,1,12
201,5,12
202,1,12
203,2,12
204,1,12
205,6,11
206,0,11
207,1,11
208,2,11
209,0,11
210,1,11
211,1,11
212,0,11
213,0,11
214,5,11
215,1,11
216,1,11
217,2,11
218,2,11
219,6,11
220,0,6
221,0,6
222,0,9
223,0,9
224,0,10
225,4,10
226,2,10
227,3,10
228,6,10
229,1,10
230,3,12
231,3,12
232,0,12
233,0,12
234,0,12
235,0,12
236,3,11
237,3,11
238,3,11
239,2,11
240,2,11
241,0,11
242,6,11
243,8,12
244,2,12
245,5,12
246,3,8
247,3,8
248,3,8
249,3,8
250,3,8
251,0,8
252,2,13
253,2,13
254,3,13
255,2,13
256,3,13
257,2,13
258,5,6
259,1,12
260,6,12
261,1,12
262,0,12
263,3,7
264,2,7
265,3,7
266,2,4
267,2,4
268,2,12
269,1,13
270,1,13
271,1,9
272,2,9
273,3,9
274,0,4
275,0,12
276,1,8
277,1,8
278,1,8
279,5,5
280,0,5
281,3,12
282,1,12
283,1,3
284,5,6
285,0,5
286,0,5
287,1,5
288,1,5
289,3,5
290,8,12
291,4,12
292,4,12
293,0,12
294,4,6
295,3,10
296,2,10
297,4,10
298,2,10
299,2,11
300,0,11
301,3,11
302,3,11
303,0,11
304,3,11
305,2,11
306,2,11
307,2,11
308,0,11
309,7,11
310,2,11
311,0,11
312,0,11
313,0,11
314,9,11
315,5,11
316,0,11
317,1,12
318,0,12
319,0,12
320,1,12
321,0,12
322,2,12
323,3,10
324,1,10
325,2,10
326,5,10
327,5,10
328,2,10
329,5,12
330,3,12
331,2,12
332,0,2
333,2,2
334,3,11
335,2,11
336,1,11
337,2,11
338,1,11
339,2,11
340,0,11
341,1,12
342,2,12
343,2,12
344,0,12
345,3,12
346,2,13
347,2,13
348,4,13
349,3,13
350,4,13
351,1,12
352,2,12
353,4,12
354,0,12
355,5,12
356,5,12
357,3,12
358,2,8
359,4,9
360,0,9
361,3,9
362,0,12
363,6,12
364,1,12
365,1,8
366,2,0
367,3,12
368,5,12
369,2,12
370,2,10
371,1,10
372,0,10
373,3,10
374,5,13
375,4,11
376,1,11
377,1,11
378,0,11
379,8,11
380,4,11
381,9,12
382,9,12
383,8,12
384,0,12
385,0,12
386,0,12
387,1,12
388,2,12
389,7,12
390,2,6
391,1,6
392,1,6
393,1,3
394,9,10
395,1,10
396,0,10
397,1,10
398,1,4
399,0,4
400,1,4
401,0,7
402,1,7
403,0,7
404,0,12
405,1,12
406,2,12
407,0,12
408,2,12
409,2,5
410,2,5
411,9,8
412,5,8
413,2,8
414,3,8
415,3,12
416,3,12
417,6,12
418,1,12
419,1,12
420,1,12
421,3,11
422,3,11
423,4,11
424,2,11
425,5,11
426,0,11
427,0,11
428,4,11
429,0,9
430,1,9
431,2,9
432,6,9
433,0,9
434,6,10
435,5,10
436,3,10
437,7,10
438,1,10
439,1,10
440,0,10
441,6,10
442,0,10
443,3,12
444,4,12
445,1,12
446,1,12
447,0,12
448,1,12
449,6,3
450,0,3
451,8,12
452,6,13
453,1,13
