,0,1
0,5,11
1,4,11
2,6,11
3,5,11
4,0,11
5,2,12
6,1,12
7,2,12
8,1,12
9,0,12
10,1,12
11,2,13
12,2,13
13,3,13
14,2,13
15,5,13
16,0,13
17,1,13
18,1,13
19,1,13
20,6,13
21,2,13
22,5,13
23,3,13
24,2,13
25,0,13
26,2,13
27,3,13
28,6,13
29,1,9
30,1,9
31,2,9
32,6,9
33,6,10
34,0,10
35,0,10
36,0,10
37,0,10
38,0,12
39,1,12
40,5,12
41,6,12
42,0,12
43,0,12
44,1,11
45,2,11
46,0,11
47,0,11
48,2,11
49,5,8
50,0,8
51,0,8
52,1,8
53,4,8
54,2,10
55,5,10
56,1,10
57,6,10
58,2,10
59,2,10
60,2,5
61,5,5
62,2,5
63,0,3
64,8,3
65,1,3
66,6,3
67,2,4
68,0,4
69,0,4
70,0,8
71,1,8
72,0,8
73,1,13
74,1,13
75,6,13
76,6,11
77,0,11
78,0,11
79,0,11
80,0,11
81,6,10
82,1,10
83,2,10
84,2,10
85,1,9
86,0,9
87,1,9
88,1,11
89,2,11
90,2,12
91,2,12
92,6,12
93,1,12
94,1,12
95,0,12
96,3,12
97,0,12
98,1,12
99,0,11
100,2,11
101,2,11
102,2,13
103,0,13
104,2,13
105,0,13
106,6,13
107,2,13
108,6,13
109,6,13
110,2,7
111,1,7
112,0,2
113,1,6
114,0,6
115,0,6
116,3,10
117,3,10
118,2,10
119,3,7
120,7,12
121,3,12
122,9,12
123,0,12
124,1,12
125,1,12
126,0,4
127,1,4
128,2,5
129,1,5
130,3,8
131,2,8
132,0,8
133,3,8
134,3,8
135,0,8
136,4,10
137,5,10
138,0,10
139,0,10
140,0,10
141,5,12
142,5,12
143,3,12
144,0,12
145,3,11
146,3,11
147,8,11
148,3,11
149,1,11
150,2,11
151,7,11
152,6,11
153,1,11
154,3,11
155,6,12
156,6,12
157,6,12
158,9,12
159,3,12
160,1,12
161,2,12
162,0,12
163,6,12
164,0,12
165,5,12
166,1,13
167,1,13
168,0,13
169,1,13
170,2,13
171,3,10
172,1,10
173,6,10
174,2,10
175,2,10
176,2,10
177,1,10
178,0,11
179,4,11
180,4,12
181,4,12
182,9,12
183,1,12
184,7,12
185,2,12
186,2,12
187,1,12
188,1,12
189,5,5
190,4,11
191,1,11
192,0,11
193,5,8
194,2,12
195,2,12
196,2,12
197,0,12
198,1,12
199,0,12
200,1,12
201,1,12
202,1,12
203,2,12
204,1,12
205,0,6
206,0,6
207,4,6
208,2,10
209,2,10
210,0,10
211,2,10
212,3,10
213,2,11
214,2,11
215,2,11
216,2,11
217,1,11
218,1,11
219,0,11
220,0,11
221,1,11
222,2,11
223,2,11
224,9,13
225,0,13
226,2,13
227,7,13
228,2,13
229,2,13
230,3,12
231,5,12
232,8,12
233,0,12
234,0,12
235,1,12
236,4,12
237,0,12
238,5,11
239,1,11
240,6,11
241,2,11
242,2,11
243,0,11
244,2,11
245,2,5
246,0,5
247,0,5
248,1,13
249,3,13
250,1,13
251,2,13
252,2,13
253,0,7
254,2,7
255,4,10
256,6,10
257,1,10
258,6,10
259,3,10
260,2,10
261,0,12
262,2,12
263,5,12
264,1,12
265,0,12
266,0,11
267,3,11
268,3,11
269,0,11
270,3,11
271,2,11
272,2,11
273,0,9
274,0,9
275,2,9
276,3,9
277,0,8
278,3,8
279,3,8
280,3,8
281,0,8
282,2,12
283,0,12
284,4,12
285,3,12
286,0,12
287,3,13
288,2,13
289,2,13
290,4,13
291,3,13
292,2,4
293,2,4
294,0,4
295,2,11
296,0,11
297,2,11
298,0,11
299,0,5
300,3,5
301,2,5
302,0,2
303,2,2
304,5,6
305,5,6
306,8,12
307,6,12
308,1,12
309,1,12
310,1,3
311,1,3
312,1,5
313,1,5
314,1,8
315,1,8
316,1,8
317,2,8
318,4,10
319,2,10
320,3,10
321,9,10
322,0,12
323,0,12
324,9,12
325,1,12
326,2,12
327,3,11
328,2,11
329,1,11
330,2,11
331,1,11
332,2,0
333,2,11
334,3,12
335,2,12
336,1,12
337,2,12
338,3,11
339,2,6
340,1,6
341,1,6
342,4,11
343,0,11
344,0,11
345,0,11
346,0,11
347,0,12
348,2,12
349,0,12
350,1,12
351,3,12
352,2,12
353,4,12
354,0,12
355,3,12
356,1,10
357,2,10
358,2,10
359,1,10
360,0,10
361,5,10
362,6,11
363,9,11
364,6,11
365,6,11
366,1,11
367,6,11
368,1,11
369,8,11
370,4,11
371,0,11
372,6,12
373,9,12
374,8,12
375,1,12
376,3,12
377,3,12
378,6,13
379,4,13
380,1,13
381,6,9
382,1,9
383,4,9
384,0,9
385,1,4
386,0,4
387,1,4
388,3,7
389,1,7
390,2,12
391,1,12
392,2,12
393,7,12
394,0,12
395,0,12
396,0,12
397,1,12
398,2,12
399,2,10
400,3,10
401,1,10
402,1,10
403,7,11
404,5,11
405,3,11
406,4,11
407,5,12
408,5,12
409,5,12
410,5,12
411,0,12
412,0,12
413,3,12
414,2,12
415,6,12
416,1,8
417,9,8
418,5,8
419,2,8
420,3,8
421,5,10
422,0,10
423,3,10
424,1,10
425,1,10
426,0,13
427,1,13
428,1,13
429,2,13
430,2,13
431,0,12
432,1,12
433,1,12
434,1,12
435,3,12
436,4,12
437,2,12
438,1,12
439,1,12
440,0,12
441,1,12
442,0,11
443,0,11
444,3,11
445,2,11
446,2,11
447,3,11
448,7,10
449,0,10
450,6,10
451,0,10
452,2,10
453,0,9
